ENSG00000223972	970	2818	0.34421575585521647
ENSG00000227232	6194	15430	0.4014257939079715
ENSG00000278267	0	345	0.0
ENSG00000243485	1095	1832	0.597707423580786
ENSG00000284332	0	415	0.0
ENSG00000237613	1703	1805	0.9434903047091413
ENSG00000268020	1117	1117	1.0
ENSG00000240361	6542	6796	0.9626250735726898
ENSG00000186092	6276	6371	0.9850886830952754
ENSG00000238009	2726	44270	0.06157668850237181
ENSG00000239945	0	1620	0.0
ENSG00000233750	92	4078	0.022560078469838155
ENSG00000268903	81	1032	0.07848837209302326
ENSG00000269981	46	561	0.08199643493761141
ENSG00000239906	23	827	0.02781136638452237
ENSG00000241860	1484	32338	0.0458902838765539
ENSG00000222623	0	381	0.0
ENSG00000241599	0	1357	0.0
ENSG00000279928	192	1756	0.10933940774487472
ENSG00000279457	2019	10458	0.19305794606999427
ENSG00000273874	0	345	0.0
ENSG00000228463	11457	43865	0.26118773509631826
ENSG00000286448	0	2048	0.0
ENSG00000236679	0	548	0.0
ENSG00000236601	1113	7473	0.14893617021276595
ENSG00000237094	7312	151102	0.048391152995989464
ENSG00000269732	0	640	0.0
ENSG00000284733	0	1272	0.0
ENSG00000233653	0	3078	0.0
ENSG00000250575	0	2221	0.0
ENSG00000278757	0	381	0.0
ENSG00000230021	11310	227207	0.049778395912097775
ENSG00000235146	0	7406	0.0
ENSG00000225972	0	649	0.0
ENSG00000225630	0	1321	0.0
ENSG00000237973	0	1820	0.0
ENSG00000278791	0	366	0.0
ENSG00000229344	0	959	0.0
ENSG00000240409	0	484	0.0
ENSG00000248527	0	958	0.0
ENSG00000198744	0	824	0.0
ENSG00000268663	0	701	0.0
ENSG00000284662	0	1272	0.0
ENSG00000229376	0	3084	0.0
ENSG00000228327	0	46197	0.0
ENSG00000223181	0	381	0.0
ENSG00000229905	0	1356	0.0
ENSG00000237491	0	31016	0.0
ENSG00000285268	0	391	0.0
ENSG00000230092	0	17111	0.0
ENSG00000177757	0	2744	0.0
ENSG00000228794	37498	42503	0.8822436063336706
ENSG00000225880	0	1594	0.0
ENSG00000230368	3751	8510	0.44077555816686254
ENSG00000234711	0	1335	0.0
ENSG00000283040	274	2748	0.09970887918486172
ENSG00000272438	6545	10602	0.6173363516317676
ENSG00000230699	0	3791	0.0
ENSG00000241180	0	1078	0.0
ENSG00000223764	4429	4429	1.0
ENSG00000187634	18988	19925	0.9529736511919699
ENSG00000188976	14023	15341	0.9140864350433479
ENSG00000187961	5227	5235	0.9984718242597899
ENSG00000187583	8395	9524	0.8814573708525829
ENSG00000187642	5116	6055	0.8449215524360033
ENSG00000272512	2005	2005	1.0
ENSG00000188290	1488	1488	1.0
ENSG00000187608	9463	13455	0.703307320698625
ENSG00000231702	0	431	0.0
ENSG00000224969	0	1474	0.0
ENSG00000188157	32783	34395	0.9531327227794738
ENSG00000242590	0	1361	0.0
ENSG00000217801	7351	9592	0.7663678065054211
ENSG00000273443	0	1358	0.0
ENSG00000237330	3463	3617	0.9574232789604644
ENSG00000131591	24163	33554	0.7201227871490732
ENSG00000285812	0	6942	0.0
ENSG00000223823	5259	5877	0.8948443083205717
ENSG00000207730	372	372	1.0
ENSG00000207607	332	332	1.0
ENSG00000198976	352	360	0.9777777777777777
ENSG00000272141	1255	1264	0.992879746835443
ENSG00000205231	765	6442	0.11875194039118286
ENSG00000162571	14608	23362	0.625288930742231
ENSG00000186891	3361	3362	0.9997025580011898
ENSG00000186827	3066	3073	0.9977220956719818
ENSG00000078808	14443	15291	0.9445425413642011
ENSG00000176022	2974	3082	0.9649578195976638
ENSG00000184163	4423	4426	0.9993221870763669
ENSG00000260179	1199	1835	0.6534059945504087
ENSG00000160087	16940	19825	0.8544766708701135
ENSG00000230415	3623	5431	0.6670962990241208
ENSG00000162572	9362	10117	0.9253731343283582
ENSG00000131584	14828	16919	0.8764111354098942
ENSG00000278073	0	338	0.0
ENSG00000169972	1626	3286	0.49482653682288497
ENSG00000127054	10050	13290	0.7562076749435666
ENSG00000283712	0	342	0.0
ENSG00000240731	0	1386	0.0
ENSG00000224051	4205	4418	0.9517881394296062
ENSG00000169962	3996	4312	0.9267161410018553
ENSG00000107404	13645	14341	0.9514678195383864
ENSG00000284372	0	336	0.0
ENSG00000162576	9105	9361	0.9726524943916248
ENSG00000175756	2043	2043	1.0
ENSG00000223663	538	644	0.8354037267080745
ENSG00000221978	10959	13722	0.7986445124617403
ENSG00000224870	2296	2804	0.818830242510699
ENSG00000242485	3392	5631	0.6023796838927367
ENSG00000264293	0	570	0.0
ENSG00000272455	689	1800	0.3827777777777778
ENSG00000235098	1653	3627	0.4557485525227461
ENSG00000225905	915	2724	0.33590308370044053
ENSG00000205116	1917	1921	0.9979177511712649
ENSG00000225285	4296	4297	0.9997672794973237
ENSG00000179403	8186	8269	0.9899625105816906
ENSG00000215915	10053	20419	0.4923355698124296
ENSG00000160072	13705	26053	0.5260430660576517
ENSG00000284740	2852	6479	0.44019138755980863
ENSG00000197785	9796	22646	0.4325708734434337
ENSG00000205090	5890	6080	0.96875
ENSG00000160075	25160	32379	0.7770468513542729
ENSG00000215014	1808	3241	0.5578525146559704
ENSG00000274481	583	677	0.8611521418020679
ENSG00000228594	2299	2401	0.9575177009579342
ENSG00000286989	2567	2667	0.9625046869141357
ENSG00000272106	1403	2315	0.6060475161987041
ENSG00000197530	14460	15375	0.9404878048780487
ENSG00000189409	1054	3446	0.3058618688334301
ENSG00000248333	6363	23458	0.27125074601415294
ENSG00000272004	58	3532	0.01642129105322763
ENSG00000189339	13727	32758	0.4190426765980829
ENSG00000269737	0	2671	0.0
